Sector,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
"Local, State or Federal (city, county, etc.) government employee",0,1,Asian only,Bachelors Degree or more,31,2821,276308,2821
"Local, State or Federal (city, county, etc.) government employee",0,1,Some other race(s),Less than High School,31,420,39637,420
"Local, State or Federal (city, county, etc.) government employee",0,1,Some other race(s),High School,31,1451,126221,1451
"Local, State or Federal (city, county, etc.) government employee",0,1,Some other race(s),Some College,31,2306,229342,2306
"Local, State or Federal (city, county, etc.) government employee",0,1,Some other race(s),Bachelors Degree or more,31,1629,166213,1629
"Local, State or Federal (city, county, etc.) government employee",1,0,White only,Less than High School,31,321,30942,321
"Local, State or Federal (city, county, etc.) government employee",1,0,White only,High School,31,1285,107182,1285
"Local, State or Federal (city, county, etc.) government employee",1,0,White only,Some College,31,1683,147287,1683
"Local, State or Federal (city, county, etc.) government employee",1,0,White only,Bachelors Degree or more,31,2131,185808,2131
"Local, State or Federal (city, county, etc.) government employee",1,0,Black/African American only,Less than High School,31,101,7977,101
"Local, State or Federal (city, county, etc.) government employee",1,0,Black/African American only,High School,31,308,29345,308
"Local, State or Federal (city, county, etc.) government employee",1,0,Black/African American only,Some College,31,467,47097,467
"Local, State or Federal (city, county, etc.) government employee",1,0,Black/African American only,Bachelors Degree or more,31,391,40524,391
"Local, State or Federal (city, county, etc.) government employee",1,0,Asian only,Less than High School,31,16,1293,16
"Local, State or Federal (city, county, etc.) government employee",1,0,Asian only,High School,31,17,1639,17
"Local, State or Federal (city, county, etc.) government employee",1,0,Asian only,Some College,31,53,4553,53
"Local, State or Federal (city, county, etc.) government employee",1,0,Asian only,Bachelors Degree or more,31,81,7456,81
"Local, State or Federal (city, county, etc.) government employee",1,0,Some other race(s),Less than High School,31,77,6272,77
"Local, State or Federal (city, county, etc.) government employee",1,0,Some other race(s),High School,31,113,8635,113
"Local, State or Federal (city, county, etc.) government employee",1,0,Some other race(s),Some College,31,243,21439,243
"Local, State or Federal (city, county, etc.) government employee",1,0,Some other race(s),Bachelors Degree or more,31,143,12242,143
"Local, State or Federal (city, county, etc.) government employee",1,1,White only,Less than High School,31,339,29273,339
"Local, State or Federal (city, county, etc.) government employee",1,1,White only,High School,31,1378,118337,1378
"Local, State or Federal (city, county, etc.) government employee",1,1,White only,Some College,31,1945,173821,1945
"Local, State or Federal (city, county, etc.) government employee",1,1,White only,Bachelors Degree or more,31,1825,157935,1825
"Local, State or Federal (city, county, etc.) government employee",1,1,Black/African American only,Less than High School,31,103,8141,103
"Local, State or Federal (city, county, etc.) government employee",1,1,Black/African American only,High School,31,232,21214,232
"Local, State or Federal (city, county, etc.) government employee",1,1,Black/African American only,Some College,31,306,33587,306
"Local, State or Federal (city, county, etc.) government employee",1,1,Black/African American only,Bachelors Degree or more,31,185,19181,185
"Local, State or Federal (city, county, etc.) government employee",1,1,Asian only,Less than High School,31,11,1383,11
"Local, State or Federal (city, county, etc.) government employee",1,1,Asian only,High School,31,21,2215,21
"Local, State or Federal (city, county, etc.) government employee",1,1,Asian only,Some College,31,45,5030,45
"Local, State or Federal (city, county, etc.) government employee",1,1,Asian only,Bachelors Degree or more,31,91,7418,91
"Local, State or Federal (city, county, etc.) government employee",1,1,Some other race(s),Less than High School,31,51,4774,51
"Local, State or Federal (city, county, etc.) government employee",1,1,Some other race(s),High School,31,112,9561,112
"Local, State or Federal (city, county, etc.) government employee",1,1,Some other race(s),Some College,31,218,18664,218
"Local, State or Federal (city, county, etc.) government employee",1,1,Some other race(s),Bachelors Degree or more,31,120,12007,120
Self employed,0,0,White only,Less than High School,31,2213,235095,2213
Self employed,0,0,White only,High School,31,8777,824216,8777
Self employed,0,0,White only,Some College,31,12522,1150858,12522
Self employed,0,0,White only,Bachelors Degree or more,31,15957,1429985,15957
Self employed,0,0,Black/African American only,Less than High School,31,187,21765,187
Self employed,0,0,Black/African American only,High School,31,586,69520,586
Self employed,0,0,Black/African American only,Some College,31,898,107748,898
Self employed,0,0,Black/African American only,Bachelors Degree or more,31,678,79349,678
Self employed,0,0,Asian only,Less than High School,31,368,36488,368
Self employed,0,0,Asian only,High School,31,517,55848,517
Self employed,0,0,Asian only,Some College,31,635,67153,635
Self employed,0,0,Asian only,Bachelors Degree or more,31,1370,142028,1370
Self employed,0,0,Some other race(s),Less than High School,31,720,93635,720
Self employed,0,0,Some other race(s),High School,31,586,70193,586
Self employed,0,0,Some other race(s),Some College,31,718,77007,718
Self employed,0,0,Some other race(s),Bachelors Degree or more,31,520,56499,520
Self employed,0,1,White only,Less than High School,31,5979,635761,5979
Self employed,0,1,White only,High School,31,18651,1775522,18651
Self employed,0,1,White only,Some College,31,19842,1844014,19842
Self employed,0,1,White only,Bachelors Degree or more,31,27015,2471732,27015
Self employed,0,1,Black/African American only,Less than High School,31,406,47552,406
Self employed,0,1,Black/African American only,High School,31,971,133059,971
Self employed,0,1,Black/African American only,Some College,31,1069,144172,1069
Self employed,0,1,Black/African American only,Bachelors Degree or more,31,877,108011,877
Self employed,0,1,Asian only,Less than High School,31,455,45028,455
Self employed,0,1,Asian only,High School,31,592,67410,592
Self employed,0,1,Asian only,Some College,31,828,94312,828
Self employed,0,1,Asian only,Bachelors Degree or more,31,2156,227331,2156
Self employed,0,1,Some other race(s),Less than High School,31,1252,165588,1252
Self employed,0,1,Some other race(s),High School,31,1004,123935,1004
Self employed,0,1,Some other race(s),Some College,31,963,109282,963
Self employed,0,1,Some other race(s),Bachelors Degree or more,31,699,79298,699
Self employed,1,0,White only,Less than High School,31,310,29034,310
Self employed,1,0,White only,High School,31,799,71605,799
Self employed,1,0,White only,Some College,31,1008,91019,1008
Self employed,1,0,White only,Bachelors Degree or more,31,802,70719,802
Self employed,1,0,Black/African American only,Less than High School,31,51,5429,51
Self employed,1,0,Black/African American only,High School,31,70,6899,70
Self employed,1,0,Black/African American only,Some College,31,108,11364,108
Self employed,1,0,Black/African American only,Bachelors Degree or more,31,42,4076,42
Self employed,1,0,Asian only,Less than High School,31,21,2054,21
Self employed,1,0,Asian only,High School,31,25,2281,25
Self employed,1,0,Asian only,Some College,31,33,3481,33
Self employed,1,0,Asian only,Bachelors Degree or more,31,35,3226,35
Self employed,1,0,Some other race(s),Less than High School,31,58,6055,58
Self employed,1,0,Some other race(s),High School,31,56,5318,56
Self employed,1,0,Some other race(s),Some College,31,80,9207,80
Self employed,1,0,Some other race(s),Bachelors Degree or more,31,41,4999,41
Self employed,1,1,White only,Less than High School,31,789,75929,789
Self employed,1,1,White only,High School,31,1753,146155,1753
Self employed,1,1,White only,Some College,31,1796,156942,1796
Self employed,1,1,White only,Bachelors Degree or more,31,1821,156623,1821
Self employed,1,1,Black/African American only,Less than High School,31,57,5872,57
Self employed,1,1,Black/African American only,High School,31,99,10411,99
Self employed,1,1,Black/African American only,Some College,31,85,9498,85
Self employed,1,1,Black/African American only,Bachelors Degree or more,31,55,6368,55
Self employed,1,1,Asian only,Less than High School,31,22,2101,22
Self employed,1,1,Asian only,High School,31,31,3126,31
Self employed,1,1,Asian only,Some College,31,37,4334,37
Self employed,1,1,Asian only,Bachelors Degree or more,31,66,5987,66
Self employed,1,1,Some other race(s),Less than High School,31,100,10889,100
Self employed,1,1,Some other race(s),High School,31,88,7985,88
Self employed,1,1,Some other race(s),Some College,31,77,6568,77
Self employed,1,1,Some other race(s),Bachelors Degree or more,31,54,6201,54
