Industry21,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Administrative & Waste Management Services,0,1,Black/African American only,Bachelors Degree or more,31,422,56714,422
Administrative & Waste Management Services,0,1,Asian only,Less than High School,31,115,12032,115
Administrative & Waste Management Services,0,1,Asian only,High School,31,157,18660,157
Administrative & Waste Management Services,0,1,Asian only,Some College,31,246,27450,246
Administrative & Waste Management Services,0,1,Asian only,Bachelors Degree or more,31,400,41380,400
Administrative & Waste Management Services,0,1,Some other race(s),Less than High School,31,1374,202856,1374
Administrative & Waste Management Services,0,1,Some other race(s),High School,31,968,137513,968
Administrative & Waste Management Services,0,1,Some other race(s),Some College,31,686,90883,686
Administrative & Waste Management Services,0,1,Some other race(s),Bachelors Degree or more,31,231,28009,231
Administrative & Waste Management Services,1,0,White only,Less than High School,31,167,15706,167
Administrative & Waste Management Services,1,0,White only,High School,31,392,38554,392
Administrative & Waste Management Services,1,0,White only,Some College,31,422,44354,422
Administrative & Waste Management Services,1,0,White only,Bachelors Degree or more,31,184,15887,184
Administrative & Waste Management Services,1,0,Black/African American only,Less than High School,31,54,5730,54
Administrative & Waste Management Services,1,0,Black/African American only,High School,31,84,9586,84
Administrative & Waste Management Services,1,0,Black/African American only,Some College,31,92,10342,92
Administrative & Waste Management Services,1,0,Black/African American only,Bachelors Degree or more,31,23,2572,23
Administrative & Waste Management Services,1,0,Asian only,Less than High School,31,7,1207,7
Administrative & Waste Management Services,1,0,Asian only,High School,31,9,1297,9
Administrative & Waste Management Services,1,0,Asian only,Some College,31,5,330,5
Administrative & Waste Management Services,1,0,Asian only,Bachelors Degree or more,31,4,275,4
Administrative & Waste Management Services,1,0,Some other race(s),Less than High School,31,51,6116,51
Administrative & Waste Management Services,1,0,Some other race(s),High School,31,40,5376,40
Administrative & Waste Management Services,1,0,Some other race(s),Some College,31,59,5763,59
Administrative & Waste Management Services,1,0,Some other race(s),Bachelors Degree or more,31,14,2351,14
Administrative & Waste Management Services,1,1,White only,Less than High School,31,403,43361,403
Administrative & Waste Management Services,1,1,White only,High School,31,682,68371,682
Administrative & Waste Management Services,1,1,White only,Some College,31,651,61877,651
Administrative & Waste Management Services,1,1,White only,Bachelors Degree or more,31,296,29142,296
Administrative & Waste Management Services,1,1,Black/African American only,Less than High School,31,94,9794,94
Administrative & Waste Management Services,1,1,Black/African American only,High School,31,141,17921,141
Administrative & Waste Management Services,1,1,Black/African American only,Some College,31,91,10003,91
Administrative & Waste Management Services,1,1,Black/African American only,Bachelors Degree or more,31,26,2439,26
Administrative & Waste Management Services,1,1,Asian only,Less than High School,31,10,1028,10
Administrative & Waste Management Services,1,1,Asian only,High School,31,10,672,10
Administrative & Waste Management Services,1,1,Asian only,Some College,31,10,1607,10
Administrative & Waste Management Services,1,1,Asian only,Bachelors Degree or more,31,10,687,10
Administrative & Waste Management Services,1,1,Some other race(s),Less than High School,31,104,13015,104
Administrative & Waste Management Services,1,1,Some other race(s),High School,31,76,7037,76
Administrative & Waste Management Services,1,1,Some other race(s),Some College,31,54,4655,54
Administrative & Waste Management Services,1,1,Some other race(s),Bachelors Degree or more,31,14,1969,14
Educational Services,0,0,White only,Less than High School,31,1107,114638,1107
Educational Services,0,0,White only,High School,31,8414,751589,8414
Educational Services,0,0,White only,Some College,31,15872,1390147,15872
Educational Services,0,0,White only,Bachelors Degree or more,31,52883,4784703,52883
Educational Services,0,0,Black/African American only,Less than High School,31,294,34158,294
Educational Services,0,0,Black/African American only,High School,31,1131,127907,1131
Educational Services,0,0,Black/African American only,Some College,31,2343,258570,2343
Educational Services,0,0,Black/African American only,Bachelors Degree or more,31,4425,498218,4425
Educational Services,0,0,Asian only,Less than High School,31,79,8535,79
Educational Services,0,0,Asian only,High School,31,208,18097,208
Educational Services,0,0,Asian only,Some College,31,717,65671,717
Educational Services,0,0,Asian only,Bachelors Degree or more,31,2645,262115,2645
Educational Services,0,0,Some other race(s),Less than High School,31,231,23903,231
Educational Services,0,0,Some other race(s),High School,31,597,58929,597
Educational Services,0,0,Some other race(s),Some College,31,1322,127298,1322
Educational Services,0,0,Some other race(s),Bachelors Degree or more,31,2158,212398,2158
Educational Services,0,1,White only,Less than High School,31,607,60738,607
Educational Services,0,1,White only,High School,31,3314,299068,3314
Educational Services,0,1,White only,Some College,31,6686,616868,6686
Educational Services,0,1,White only,Bachelors Degree or more,31,23463,2168363,23463
Educational Services,0,1,Black/African American only,Less than High School,31,169,17903,169
Educational Services,0,1,Black/African American only,High School,31,655,81165,655
Educational Services,0,1,Black/African American only,Some College,31,997,115958,997
Educational Services,0,1,Black/African American only,Bachelors Degree or more,31,1755,210276,1755
Educational Services,0,1,Asian only,Less than High School,31,32,3968,32
Educational Services,0,1,Asian only,High School,31,154,13857,154
Educational Services,0,1,Asian only,Some College,31,410,41114,410
Educational Services,0,1,Asian only,Bachelors Degree or more,31,1970,193572,1970
Educational Services,0,1,Some other race(s),Less than High School,31,135,14694,135
Educational Services,0,1,Some other race(s),High School,31,364,33350,364
Educational Services,0,1,Some other race(s),Some College,31,580,56455,580
Educational Services,0,1,Some other race(s),Bachelors Degree or more,31,1009,106827,1009
Educational Services,1,0,White only,Less than High School,31,126,13128,126
Educational Services,1,0,White only,High School,31,603,50647,603
Educational Services,1,0,White only,Some College,31,931,84241,931
Educational Services,1,0,White only,Bachelors Degree or more,31,1997,174015,1997
Educational Services,1,0,Black/African American only,Less than High School,31,46,3916,46
Educational Services,1,0,Black/African American only,High School,31,128,11607,128
Educational Services,1,0,Black/African American only,Some College,31,179,17194,179
Educational Services,1,0,Black/African American only,Bachelors Degree or more,31,249,25555,249
Educational Services,1,0,Asian only,Less than High School,31,9,699,9
Educational Services,1,0,Asian only,High School,31,9,913,9
Educational Services,1,0,Asian only,Some College,31,32,2492,32
Educational Services,1,0,Asian only,Bachelors Degree or more,31,55,4857,55
Educational Services,1,0,Some other race(s),Less than High School,31,36,2350,36
Educational Services,1,0,Some other race(s),High School,31,47,3649,47
Educational Services,1,0,Some other race(s),Some College,31,88,8262,88
Educational Services,1,0,Some other race(s),Bachelors Degree or more,31,92,8300,92
Educational Services,1,1,White only,Less than High School,31,107,10367,107
Educational Services,1,1,White only,High School,31,385,33623,385
Educational Services,1,1,White only,Some College,31,484,43370,484
Educational Services,1,1,White only,Bachelors Degree or more,31,1108,93109,1108
Educational Services,1,1,Black/African American only,Less than High School,31,29,2654,29
Educational Services,1,1,Black/African American only,High School,31,57,6450,57
Educational Services,1,1,Black/African American only,Some College,31,76,9003,76
Educational Services,1,1,Black/African American only,Bachelors Degree or more,31,81,8974,81
Educational Services,1,1,Asian only,Less than High School,31,5,513,5
Educational Services,1,1,Asian only,High School,31,10,842,10
Educational Services,1,1,Asian only,Some College,31,12,1006,12
Educational Services,1,1,Asian only,Bachelors Degree or more,31,50,4331,50
Educational Services,1,1,Some other race(s),Less than High School,31,9,1006,9
Educational Services,1,1,Some other race(s),High School,31,30,2972,30
Educational Services,1,1,Some other race(s),Some College,31,51,5716,51
Educational Services,1,1,Some other race(s),Bachelors Degree or more,31,62,6740,62
Health Care,0,0,White only,Less than High School,31,2582,268801,2582
Health Care,0,0,White only,High School,31,15298,1517097,15298
Health Care,0,0,White only,Some College,31,38843,3754521,38843
Health Care,0,0,White only,Bachelors Degree or more,31,32784,3154357,32784
Health Care,0,0,Black/African American only,Less than High School,31,1127,136325,1127
Health Care,0,0,Black/African American only,High School,31,3788,495208,3788
Health Care,0,0,Black/African American only,Some College,31,6789,912130,6789
Health Care,0,0,Black/African American only,Bachelors Degree or more,31,3388,430467,3388
Health Care,0,0,Asian only,Less than High School,31,247,24815,247
Health Care,0,0,Asian only,High School,31,507,58269,507
Health Care,0,0,Asian only,Some College,31,1658,175755,1658
Health Care,0,0,Asian only,Bachelors Degree or more,31,4665,481993,4665
Health Care,0,0,Some other race(s),Less than High School,31,624,69909,624
Health Care,0,0,Some other race(s),High School,31,1353,158596,1353
Health Care,0,0,Some other race(s),Some College,31,2630,297587,2630
Health Care,0,0,Some other race(s),Bachelors Degree or more,31,1410,161356,1410
Health Care,0,1,White only,Less than High School,31,517,55250,517
Health Care,0,1,White only,High School,31,2886,290735,2886
Health Care,0,1,White only,Some College,31,7014,715675,7014
Health Care,0,1,White only,Bachelors Degree or more,31,14832,1416552,14832
Health Care,0,1,Black/African American only,Less than High School,31,231,27166,231
Health Care,0,1,Black/African American only,High School,31,896,121121,896
Health Care,0,1,Black/African American only,Some College,31,1404,191506,1404
Health Care,0,1,Black/African American only,Bachelors Degree or more,31,1106,142312,1106
Health Care,0,1,Asian only,Less than High School,31,63,6980,63
Health Care,0,1,Asian only,High School,31,178,19762,178
Health Care,0,1,Asian only,Some College,31,635,71754,635
Health Care,0,1,Asian only,Bachelors Degree or more,31,2587,265894,2587
Health Care,0,1,Some other race(s),Less than High School,31,162,18989,162
Health Care,0,1,Some other race(s),High School,31,375,40468,375
Health Care,0,1,Some other race(s),Some College,31,623,70679,623
Health Care,0,1,Some other race(s),Bachelors Degree or more,31,585,62495,585
Health Care,1,0,White only,Less than High School,31,424,40552,424
Health Care,1,0,White only,High School,31,1264,116157,1264
Health Care,1,0,White only,Some College,31,2306,219134,2306
Health Care,1,0,White only,Bachelors Degree or more,31,1229,117302,1229
Health Care,1,0,Black/African American only,Less than High School,31,198,20431,198
Health Care,1,0,Black/African American only,High School,31,368,41691,368
Health Care,1,0,Black/African American only,Some College,31,537,60826,537
Health Care,1,0,Black/African American only,Bachelors Degree or more,31,139,15734,139
Health Care,1,0,Asian only,Less than High School,31,23,2170,23
Health Care,1,0,Asian only,High School,31,26,2520,26
Health Care,1,0,Asian only,Some College,31,77,7606,77
Health Care,1,0,Asian only,Bachelors Degree or more,31,108,9254,108
Health Care,1,0,Some other race(s),Less than High School,31,72,6180,72
Health Care,1,0,Some other race(s),High School,31,118,10869,118
Health Care,1,0,Some other race(s),Some College,31,192,20870,192
Health Care,1,0,Some other race(s),Bachelors Degree or more,31,69,7016,69
Health Care,1,1,White only,Less than High School,31,142,12789,142
Health Care,1,1,White only,High School,31,373,35518,373
Health Care,1,1,White only,Some College,31,551,52801,551
Health Care,1,1,White only,Bachelors Degree or more,31,728,68633,728
Health Care,1,1,Black/African American only,Less than High School,31,33,2748,33
Health Care,1,1,Black/African American only,High School,31,84,9642,84
Health Care,1,1,Black/African American only,Some College,31,113,12872,113
Health Care,1,1,Black/African American only,Bachelors Degree or more,31,60,7728,60
Health Care,1,1,Asian only,Less than High School,31,6,545,6
Health Care,1,1,Asian only,High School,31,17,1290,17
Health Care,1,1,Asian only,Some College,31,31,2931,31
Health Care,1,1,Asian only,Bachelors Degree or more,31,55,4676,55
Health Care,1,1,Some other race(s),Less than High School,31,20,2584,20
Health Care,1,1,Some other race(s),High School,31,39,4362,39
Health Care,1,1,Some other race(s),Some College,31,49,6288,49
Health Care,1,1,Some other race(s),Bachelors Degree or more,31,35,3077,35
Social Assistance Services,0,0,White only,Less than High School,31,967,103254,967
Social Assistance Services,0,0,White only,High School,31,3874,373828,3874
Social Assistance Services,0,0,White only,Some College,31,6286,619170,6286
Social Assistance Services,0,0,White only,Bachelors Degree or more,31,6939,667221,6939
Social Assistance Services,0,0,Black/African American only,Less than High School,31,282,35572,282
Social Assistance Services,0,0,Black/African American only,High School,31,929,113135,929
Social Assistance Services,0,0,Black/African American only,Some College,31,1588,198660,1588
Social Assistance Services,0,0,Black/African American only,Bachelors Degree or more,31,1103,138253,1103
Social Assistance Services,0,0,Asian only,Less than High School,31,141,15202,141
Social Assistance Services,0,0,Asian only,High School,31,162,15950,162
Social Assistance Services,0,0,Asian only,Some College,31,289,29812,289
Social Assistance Services,0,0,Asian only,Bachelors Degree or more,31,448,44195,448
Social Assistance Services,0,0,Some other race(s),Less than High School,31,372,47088,372
Social Assistance Services,0,0,Some other race(s),High School,31,457,54465,457
Social Assistance Services,0,0,Some other race(s),Some College,31,741,79068,741
Social Assistance Services,0,0,Some other race(s),Bachelors Degree or more,31,484,51722,484
Social Assistance Services,0,1,White only,Less than High School,31,132,12470,132
Social Assistance Services,0,1,White only,High School,31,507,49955,507
Social Assistance Services,0,1,White only,Some College,31,798,82382,798
Social Assistance Services,0,1,White only,Bachelors Degree or more,31,1426,140025,1426
Social Assistance Services,0,1,Black/African American only,Less than High School,31,55,5967,55
Social Assistance Services,0,1,Black/African American only,High School,31,228,26624,228
Social Assistance Services,0,1,Black/African American only,Some College,31,293,39045,293
Social Assistance Services,0,1,Black/African American only,Bachelors Degree or more,31,279,39818,279
Social Assistance Services,0,1,Asian only,Less than High School,31,25,2733,25
Social Assistance Services,0,1,Asian only,High School,31,35,4172,35
Social Assistance Services,0,1,Asian only,Some College,31,62,6295,62
Social Assistance Services,0,1,Asian only,Bachelors Degree or more,31,105,9853,105
Social Assistance Services,0,1,Some other race(s),Less than High School,31,36,3343,36
Social Assistance Services,0,1,Some other race(s),High School,31,83,9232,83
Social Assistance Services,0,1,Some other race(s),Some College,31,122,13804,122
Social Assistance Services,0,1,Some other race(s),Bachelors Degree or more,31,98,11671,98
Social Assistance Services,1,0,White only,Less than High School,31,287,26381,287
Social Assistance Services,1,0,White only,High School,31,631,51406,631
Social Assistance Services,1,0,White only,Some College,31,521,47212,521
Social Assistance Services,1,0,White only,Bachelors Degree or more,31,352,33572,352
Social Assistance Services,1,0,Black/African American only,Less than High School,31,72,7722,72
Social Assistance Services,1,0,Black/African American only,High School,31,135,13648,135
Social Assistance Services,1,0,Black/African American only,Some College,31,171,18801,171
Social Assistance Services,1,0,Black/African American only,Bachelors Degree or more,31,71,8212,71
Social Assistance Services,1,0,Asian only,Less than High School,31,10,1060,10
Social Assistance Services,1,0,Asian only,High School,31,7,820,7
Social Assistance Services,1,0,Asian only,Some College,31,18,1665,18
Social Assistance Services,1,0,Asian only,Bachelors Degree or more,31,10,827,10
Social Assistance Services,1,0,Some other race(s),Less than High School,31,51,5623,51
Social Assistance Services,1,0,Some other race(s),High School,31,51,5250,51
Social Assistance Services,1,0,Some other race(s),Some College,31,70,6493,70
Social Assistance Services,1,0,Some other race(s),Bachelors Degree or more,31,25,2393,25
Social Assistance Services,1,1,White only,Less than High School,31,252,15899,252
Social Assistance Services,1,1,White only,High School,31,430,33464,430
Social Assistance Services,1,1,White only,Some College,31,149,12750,149
Social Assistance Services,1,1,White only,Bachelors Degree or more,31,112,9716,112
Social Assistance Services,1,1,Black/African American only,Less than High School,31,70,4342,70
Social Assistance Services,1,1,Black/African American only,High School,31,61,6018,61
Social Assistance Services,1,1,Black/African American only,Some College,31,23,2320,23
Social Assistance Services,1,1,Black/African American only,Bachelors Degree or more,31,13,1207,13
Social Assistance Services,1,1,Asian only,Less than High School,31,11,1124,11
Social Assistance Services,1,1,Asian only,High School,31,6,407,6
Social Assistance Services,1,1,Asian only,Some College,31,13,527,13
Social Assistance Services,1,1,Asian only,Bachelors Degree or more,31,10,342,10
Social Assistance Services,1,1,Some other race(s),Less than High School,31,12,1275,12
Social Assistance Services,1,1,Some other race(s),High School,31,23,1706,23
Social Assistance Services,1,1,Some other race(s),Some College,31,12,923,12
Social Assistance Services,1,1,Some other race(s),Bachelors Degree or more,31,7,1034,7
"Arts, Entertainment, Recreation",0,0,White only,Less than High School,31,445,48623,445
"Arts, Entertainment, Recreation",0,0,White only,High School,31,2099,213304,2099
"Arts, Entertainment, Recreation",0,0,White only,Some College,31,3685,374813,3685
"Arts, Entertainment, Recreation",0,0,White only,Bachelors Degree or more,31,4085,389455,4085
"Arts, Entertainment, Recreation",0,0,Black/African American only,Less than High School,31,69,8990,69
"Arts, Entertainment, Recreation",0,0,Black/African American only,High School,31,226,28600,226
"Arts, Entertainment, Recreation",0,0,Black/African American only,Some College,31,382,48668,382
"Arts, Entertainment, Recreation",0,0,Black/African American only,Bachelors Degree or more,31,163,22703,163
"Arts, Entertainment, Recreation",0,0,Asian only,Less than High School,31,75,8075,75
"Arts, Entertainment, Recreation",0,0,Asian only,High School,31,119,13843,119
"Arts, Entertainment, Recreation",0,0,Asian only,Some College,31,193,20732,193
"Arts, Entertainment, Recreation",0,0,Asian only,Bachelors Degree or more,31,240,25579,240
"Arts, Entertainment, Recreation",0,0,Some other race(s),Less than High School,31,132,14968,132
"Arts, Entertainment, Recreation",0,0,Some other race(s),High School,31,316,30520,316
"Arts, Entertainment, Recreation",0,0,Some other race(s),Some College,31,415,39398,415
"Arts, Entertainment, Recreation",0,0,Some other race(s),Bachelors Degree or more,31,204,21983,204
"Arts, Entertainment, Recreation",0,1,White only,Less than High School,31,696,76597,696
"Arts, Entertainment, Recreation",0,1,White only,High School,31,2616,277087,2616
"Arts, Entertainment, Recreation",0,1,White only,Some College,31,4063,423114,4063
"Arts, Entertainment, Recreation",0,1,White only,Bachelors Degree or more,31,4037,409412,4037
"Arts, Entertainment, Recreation",0,1,Black/African American only,Less than High School,31,103,12022,103
"Arts, Entertainment, Recreation",0,1,Black/African American only,High School,31,283,41234,283
"Arts, Entertainment, Recreation",0,1,Black/African American only,Some College,31,413,58394,413
"Arts, Entertainment, Recreation",0,1,Black/African American only,Bachelors Degree or more,31,234,30095,234
"Arts, Entertainment, Recreation",0,1,Asian only,Less than High School,31,63,5673,63
"Arts, Entertainment, Recreation",0,1,Asian only,High School,31,99,11217,99
"Arts, Entertainment, Recreation",0,1,Asian only,Some College,31,205,21363,205
"Arts, Entertainment, Recreation",0,1,Asian only,Bachelors Degree or more,31,178,21261,178
"Arts, Entertainment, Recreation",0,1,Some other race(s),Less than High School,31,228,29773,228
"Arts, Entertainment, Recreation",0,1,Some other race(s),High School,31,365,40304,365
"Arts, Entertainment, Recreation",0,1,Some other race(s),Some College,31,461,51041,461
"Arts, Entertainment, Recreation",0,1,Some other race(s),Bachelors Degree or more,31,184,21118,184
"Arts, Entertainment, Recreation",1,0,White only,Less than High School,31,52,4735,52
"Arts, Entertainment, Recreation",1,0,White only,High School,31,155,14106,155
"Arts, Entertainment, Recreation",1,0,White only,Some College,31,203,20958,203
"Arts, Entertainment, Recreation",1,0,White only,Bachelors Degree or more,31,158,14734,158
"Arts, Entertainment, Recreation",1,0,Black/African American only,Less than High School,31,7,1073,7
"Arts, Entertainment, Recreation",1,0,Black/African American only,High School,31,17,1659,17
"Arts, Entertainment, Recreation",1,0,Black/African American only,Some College,31,24,2001,24
"Arts, Entertainment, Recreation",1,0,Black/African American only,Bachelors Degree or more,31,10,949,10
"Arts, Entertainment, Recreation",1,0,Asian only,Less than High School,31,10,823,10
"Arts, Entertainment, Recreation",1,0,Asian only,High School,31,6,431,6
"Arts, Entertainment, Recreation",1,0,Asian only,Some College,31,5,516,5
"Arts, Entertainment, Recreation",1,0,Asian only,Bachelors Degree or more,31,4,263,4
"Arts, Entertainment, Recreation",1,0,Some other race(s),Less than High School,31,13,1371,13
"Arts, Entertainment, Recreation",1,0,Some other race(s),High School,31,23,3020,23
"Arts, Entertainment, Recreation",1,0,Some other race(s),Some College,31,30,2013,30
"Arts, Entertainment, Recreation",1,0,Some other race(s),Bachelors Degree or more,31,9,672,9
"Arts, Entertainment, Recreation",1,1,White only,Less than High School,31,88,8346,88
"Arts, Entertainment, Recreation",1,1,White only,High School,31,256,26354,256
"Arts, Entertainment, Recreation",1,1,White only,Some College,31,314,31707,314
"Arts, Entertainment, Recreation",1,1,White only,Bachelors Degree or more,31,198,18334,198
"Arts, Entertainment, Recreation",1,1,Black/African American only,Less than High School,31,13,1299,13
"Arts, Entertainment, Recreation",1,1,Black/African American only,High School,31,20,2607,20
"Arts, Entertainment, Recreation",1,1,Black/African American only,Some College,31,26,2599,26
"Arts, Entertainment, Recreation",1,1,Black/African American only,Bachelors Degree or more,31,7,704,7
"Arts, Entertainment, Recreation",1,1,Asian only,Less than High School,31,5,357,5
"Arts, Entertainment, Recreation",1,1,Asian only,High School,31,4,373,4
"Arts, Entertainment, Recreation",1,1,Asian only,Some College,31,8,676,8
"Arts, Entertainment, Recreation",1,1,Asian only,Bachelors Degree or more,31,4,500,4
"Arts, Entertainment, Recreation",1,1,Some other race(s),Less than High School,31,23,2236,23
"Arts, Entertainment, Recreation",1,1,Some other race(s),High School,31,32,3932,32
"Arts, Entertainment, Recreation",1,1,Some other race(s),Some College,31,29,2705,29
"Arts, Entertainment, Recreation",1,1,Some other race(s),Bachelors Degree or more,31,17,1745,17
Accommodation and Food Services,0,0,White only,Less than High School,31,4124,515067,4124
Accommodation and Food Services,0,0,White only,High School,31,10191,1143095,10191
Accommodation and Food Services,0,0,White only,Some College,31,13009,1494101,13009
Accommodation and Food Services,0,0,White only,Bachelors Degree or more,31,4222,455783,4222
Accommodation and Food Services,0,0,Black/African American only,Less than High School,31,788,104639,788
Accommodation and Food Services,0,0,Black/African American only,High School,31,1645,234467,1645
Accommodation and Food Services,0,0,Black/African American only,Some College,31,1737,241023,1737
Accommodation and Food Services,0,0,Black/African American only,Bachelors Degree or more,31,264,38940,264
Accommodation and Food Services,0,0,Asian only,Less than High School,31,571,61547,571
Accommodation and Food Services,0,0,Asian only,High School,31,731,82901,731
Accommodation and Food Services,0,0,Asian only,Some College,31,839,96928,839
Accommodation and Food Services,0,0,Asian only,Bachelors Degree or more,31,595,66804,595
Accommodation and Food Services,0,0,Some other race(s),Less than High School,31,1217,172521,1217
Accommodation and Food Services,0,0,Some other race(s),High School,31,1319,176218,1319
Accommodation and Food Services,0,0,Some other race(s),Some College,31,1449,181944,1449
Accommodation and Food Services,0,0,Some other race(s),Bachelors Degree or more,31,279,34622,279
Accommodation and Food Services,0,1,White only,Less than High School,31,3614,483357,3614
Accommodation and Food Services,0,1,White only,High School,31,7694,969677,7694
Accommodation and Food Services,0,1,White only,Some College,31,10145,1216790,10145
Accommodation and Food Services,0,1,White only,Bachelors Degree or more,31,3902,432381,3902
Accommodation and Food Services,0,1,Black/African American only,Less than High School,31,647,93967,647
Accommodation and Food Services,0,1,Black/African American only,High School,31,1491,224562,1491
Accommodation and Food Services,0,1,Black/African American only,Some College,31,1359,196142,1359
Accommodation and Food Services,0,1,Black/African American only,Bachelors Degree or more,31,291,43262,291
Accommodation and Food Services,0,1,Asian only,Less than High School,31,664,75964,664
Accommodation and Food Services,0,1,Asian only,High School,31,842,102958,842
Accommodation and Food Services,0,1,Asian only,Some College,31,893,97524,893
Accommodation and Food Services,0,1,Asian only,Bachelors Degree or more,31,629,73180,629
Accommodation and Food Services,0,1,Some other race(s),Less than High School,31,1438,225156,1438
Accommodation and Food Services,0,1,Some other race(s),High School,31,1391,199822,1391
Accommodation and Food Services,0,1,Some other race(s),Some College,31,1289,170425,1289
Accommodation and Food Services,0,1,Some other race(s),Bachelors Degree or more,31,301,41664,301
Accommodation and Food Services,1,0,White only,Less than High School,31,409,43920,409
Accommodation and Food Services,1,0,White only,High School,31,821,89348,821
Accommodation and Food Services,1,0,White only,Some College,31,710,74338,710
Accommodation and Food Services,1,0,White only,Bachelors Degree or more,31,135,14055,135
Accommodation and Food Services,1,0,Black/African American only,Less than High School,31,95,9859,95
Accommodation and Food Services,1,0,Black/African American only,High School,31,140,14478,140
Accommodation and Food Services,1,0,Black/African American only,Some College,31,107,14208,107
Accommodation and Food Services,1,0,Black/African American only,Bachelors Degree or more,31,10,872,10
Accommodation and Food Services,1,0,Asian only,Less than High School,31,33,3538,33
Accommodation and Food Services,1,0,Asian only,High School,31,44,4588,44
Accommodation and Food Services,1,0,Asian only,Some College,31,27,2124,27
Accommodation and Food Services,1,0,Asian only,Bachelors Degree or more,31,10,920,10
Accommodation and Food Services,1,0,Some other race(s),Less than High School,31,80,9623,80
Accommodation and Food Services,1,0,Some other race(s),High School,31,87,9224,87
Accommodation and Food Services,1,0,Some other race(s),Some College,31,94,9299,94
Accommodation and Food Services,1,0,Some other race(s),Bachelors Degree or more,31,10,1421,10
Accommodation and Food Services,1,1,White only,Less than High School,31,314,38637,314
Accommodation and Food Services,1,1,White only,High School,31,641,68994,641
Accommodation and Food Services,1,1,White only,Some College,31,591,61514,591
Accommodation and Food Services,1,1,White only,Bachelors Degree or more,31,142,13939,142
Accommodation and Food Services,1,1,Black/African American only,Less than High School,31,67,8772,67
Accommodation and Food Services,1,1,Black/African American only,High School,31,134,14997,134
Accommodation and Food Services,1,1,Black/African American only,Some College,31,98,11899,98
Accommodation and Food Services,1,1,Black/African American only,Bachelors Degree or more,31,16,2090,16
Accommodation and Food Services,1,1,Asian only,Less than High School,31,23,2312,23
Accommodation and Food Services,1,1,Asian only,High School,31,32,4229,32
Accommodation and Food Services,1,1,Asian only,Some College,31,39,4241,39
Accommodation and Food Services,1,1,Asian only,Bachelors Degree or more,31,17,1564,17
Accommodation and Food Services,1,1,Some other race(s),Less than High School,31,67,8397,67
Accommodation and Food Services,1,1,Some other race(s),High School,31,96,12773,96
Accommodation and Food Services,1,1,Some other race(s),Some College,31,64,7702,64
Accommodation and Food Services,1,1,Some other race(s),Bachelors Degree or more,31,23,2713,23
Other Services (except Public Administration)       ,0,0,White only,Less than High School,31,2060,237362,2060
Other Services (except Public Administration)       ,0,0,White only,High School,31,7909,814480,7909
Other Services (except Public Administration)       ,0,0,White only,Some College,31,9421,945849,9421
Other Services (except Public Administration)       ,0,0,White only,Bachelors Degree or more,31,6937,647608,6937
Other Services (except Public Administration)       ,0,0,Black/African American only,Less than High School,31,272,32219,272
Other Services (except Public Administration)       ,0,0,Black/African American only,High School,31,742,96431,742
Other Services (except Public Administration)       ,0,0,Black/African American only,Some College,31,1027,128103,1027
Other Services (except Public Administration)       ,0,0,Black/African American only,Bachelors Degree or more,31,550,64614,550
Other Services (except Public Administration)       ,0,0,Asian only,Less than High School,31,602,64212,602
Other Services (except Public Administration)       ,0,0,Asian only,High School,31,682,85893,682
Other Services (except Public Administration)       ,0,0,Asian only,Some College,31,580,66994,580
Other Services (except Public Administration)       ,0,0,Asian only,Bachelors Degree or more,31,569,60839,569
Other Services (except Public Administration)       ,0,0,Some other race(s),Less than High School,31,747,97684,747
Other Services (except Public Administration)       ,0,0,Some other race(s),High School,31,665,80376,665
Other Services (except Public Administration)       ,0,0,Some other race(s),Some College,31,715,83507,715
Other Services (except Public Administration)       ,0,0,Some other race(s),Bachelors Degree or more,31,335,36553,335
Other Services (except Public Administration)       ,0,1,White only,Less than High School,31,2385,274337,2385
Other Services (except Public Administration)       ,0,1,White only,High School,31,7406,780877,7406
Other Services (except Public Administration)       ,0,1,White only,Some College,31,7248,744750,7248
Other Services (except Public Administration)       ,0,1,White only,Bachelors Degree or more,31,6347,563725,6347
Other Services (except Public Administration)       ,0,1,Black/African American only,Less than High School,31,258,32432,258
Other Services (except Public Administration)       ,0,1,Black/African American only,High School,31,780,113378,780
Other Services (except Public Administration)       ,0,1,Black/African American only,Some College,31,761,100654,761
Other Services (except Public Administration)       ,0,1,Black/African American only,Bachelors Degree or more,31,461,53654,461
Other Services (except Public Administration)       ,0,1,Asian only,Less than High School,31,232,25634,232
Other Services (except Public Administration)       ,0,1,Asian only,High School,31,336,42444,336
Other Services (except Public Administration)       ,0,1,Asian only,Some College,31,433,50222,433
Other Services (except Public Administration)       ,0,1,Asian only,Bachelors Degree or more,31,535,55747,535
Other Services (except Public Administration)       ,0,1,Some other race(s),Less than High School,31,622,81643,622
Other Services (except Public Administration)       ,0,1,Some other race(s),High School,31,695,93359,695
Other Services (except Public Administration)       ,0,1,Some other race(s),Some College,31,560,68444,560
Other Services (except Public Administration)       ,0,1,Some other race(s),Bachelors Degree or more,31,237,25492,237
Other Services (except Public Administration)       ,1,0,White only,Less than High School,31,266,24924,266
Other Services (except Public Administration)       ,1,0,White only,High School,31,629,57670,629
Other Services (except Public Administration)       ,1,0,White only,Some College,31,645,60456,645
Other Services (except Public Administration)       ,1,0,White only,Bachelors Degree or more,31,303,27397,303
